what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1455080394478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1455080407800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080415323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080416281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1455080427574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455080429691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1455080434165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455080441177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1455080446446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1455080450008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080468906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080496224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080509964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080510808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080512922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080551522
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455080551569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080574115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080593702
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1455080597221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080684220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080814923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080879909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080883104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080912377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080914341
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455080915327
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1455080916893
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1455080917750
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1455080917768
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1455080917787
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1455080917806
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1455080917821
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1455080917835
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1455080917855
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1455163328368
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1455163328372
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1455163328375
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1455163328377
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1455163328380
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1455163328384
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1455163328390
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1455163328393
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1455163328395
